comision_entrante,iniciativa,estado_actual,id_proyecto,titulo,fecha_radicacion
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9226,Por medio de la cual se amplian los derechos de los directivos y dignatarios de los organismos de accion comunal. [Derechos en la accion comunal],2017-11-02
Comision Segunda de Senado,Gubernamental,Aprobado Cuarto Debate,9220,Por medio de la cual se aprueba el «Convenio entre la Republica de Colombia y el Reino Unido de Gran Bretanna e Irlanda del Norte para evitar la doble tributacion en relacion con impuestos sobre la renta y sobre las ganancias de capital y para prevenir la evasion y la elusion tributarias» y su «protocolo»|| suscritos en Londres|| el 2 de noviembre de 2016”. [Convenio con el Reino Unido para evitar doble tributacion],2017-11-02
Comision Segunda de Senado,Gubernamental,Publicada Ponencia Segundo Debate,9221,Por medio de la cual se aprueba el «Convenio entre el gobierno de la Republica de Colombia y el gobierno de la Republica Francesa para evitar la doble tributacion y prevenir la evasion y la elusion fiscal con respecto a los impuestos sobre la renta y sobre el patrimonio» y su «protocolo»|| suscritos el 25 de junio de 2015|| en Bogota|| Colombia. [Convenio con Francia para evitar la doble tributacion],2017-11-02
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9227,Organica Por la cual se modifica la Ley 5 de 1992 con el objeto de adoptar mecanismos que faciliten el cumplimiento de las funciones asignadas a la Comision de Investigacion y Acusacion de la Camara de Representantes. [Comision de Investigacion y Acusacion],2017-11-02
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9223,Por medio de la cual se establece como obligatorio el rotulado nutricional tipo CDO monocromatico para alimentos y bebidas envasadas|| empacadas y enlatadas. [Obligatoriedad del rotulado nutricional tipo CDO],2017-11-07
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,9228,Por medio del cual se prohibe la maternidad subrogada con fines lucrativos y se crean controles para prevenir esta practica. [Prohibe la maternidad subrogada],2017-11-07
Comision Septima de Senado,Legislativa,Retirado por el Autor,9222,Por medio de la cual se establece el marco para la politica publica de seguridad alimentaria con calidad nutricional. [Politica publica de seguridad alimentaria],2017-11-07
Comision Tercera de Camara de Representantes,Legislativa,Concepto Institucional,9231,Organica Por la cual se modifica parcialmente la Ley 1776 de 2007 en lo que respecta al sector de agua potable y saneamiento basico. [Certificacion de municipios en servicios publicos],2017-11-08
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9229,Por la cual se regula la contratacion de los trabajadores que prestan servicios de salud y administrativos ante las I.P.S. (Instituciones Prestadoras de Salud) [Regular la contratacion en las IPS],2017-11-08
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9230,Por medio del cual se sanciona la conduccion de vehiculos automotores bajo el efecto de sustancias que alteren el estado fisico o mental apropiado para realizar dicha actividad|| y se generan procedimientos y estadisticas. [Agrava multas por conduccion y sustancias psicoactivas],2017-11-08
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9232,Por medio de la cual se adiciona un paragrafo al articulo 83 de la Ley 769 de 2002 permitiendo transportar diez pasajeros mas el conductor en vehiculos de doble cabina. [Transporte en camionetas doble cabina],2017-11-08
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9233,Por medio de la cual se crea la Catedra para la Equidad|| y se dictan otras disposiciones. [Crea la Catedra para la Equidad],2017-11-14
Comision Sexta de Camara de Representantes,Legislativa,Concepto Institucional,9234,Por medio del cual se crea el examen requerido para la convalidacion de titulos obtenidos en el extranjero relacionados con especialidades medicas. [Convalidacion de titulos extranjeros en Medicina],2017-11-15
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,9235,Por la cual se establecen mecanismos y condiciones tecnicas para lograr un adecuado desempenno de los actores que se involucran en la cadena de generacion de aceites de fritura usados con el fin de prevenir la contaminacion ambiental e hidrica y riesgos para la salud humana en desarrollo|| entre otros|| del articulo 13 de la Carta. [Manejo de aceites de fritura],2017-11-16
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9237,Por medio del cual se modifica la distribucion de competencias de ordenamiento territorial de la Nacion consagradas en el articulo 29 de la Ley 1454 de 2011 y se dictan otras disposiciones. [Competencias de ordenamiento territorial],2017-11-22
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9236,Por medio del cual se establecen las disposiciones para asegurar la existencia y operacion del ente regulador convergente e independiente del sector TIC en su integridad. [Ente regulador del sector TIC],2017-11-22
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9238,Por la cual se adiciona un articulo en la Ley 599 de 2000 que busca agravar la conducta de peculado cuando este recaiga sobre bienes destinados a programas de seguridad alimentaria. [Aumento penas por corrupcion en seguridad alimentaria],2017-11-22
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,9239,Por el cual se regula la actividad cultural y deportiva de los eventos gallisticos en Colombia. [Regula las peleas de gallos],2017-11-23
Comision Segunda de Camara de Representantes,Legislativa,Publicada Ponencia Tercer Debate,9246,Por medio de la cual se instituye la medalla - Almirante Leonardo Santamaria Gaitan- y se ordenan otras disposiciones. [Instituye la medalla Almirante Leonardo Santamaria Gaitan],2017-11-24
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9240,Proyecto de ley por medio del cual se dictan normas de proteccion a la actividad artesanal sostenible|| su promocion|| fomento|| desarrollo y la seguridad social integral del artesano y artesana creador || sabedor|| gestor y productor en Colombia. [Promocion de la actividad artesanal],2017-11-24
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9248,Por medio de la cual se establece un marco de accion frente a los choques simples y se dictan otras disposiciones. [Choques simples],2017-11-24
Comision Segunda de Camara de Representantes,Legislativa,Concepto Institucional,9247,Por la cual la Nacion declara patrimonio historico y cultural al municipio de Tame del departamento de Arauca|| exaltando su condicion de “cuna de la libertad de Colombia”|| reconociendo y resaltando la inmensa labor libertadora del coronel y parroco fray Ignacio Marinno y el lancero|| sargento Inocencio Chinca|| por los acontecimientos historicos de la campanna libertadora del siglo XIX. [Tame|| Arauca como patrimonio],2017-11-24
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9241,Proyecto mediante la cual se consagran medidas tendientes a promover la oferta laboral a estudiantes de instituciones de educacion superior que vayan a iniciar o se encuentren ejerciendo las practicas laborales como requisito para obtener un titulo academico. [Practicas laborales remuneradas],2017-11-27
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9242,Por medio de la cual se dictan disposiciones sobre el servicio de transporte terrestre automotor mixto. [Regula el servicio de transporte terrestre automotor mixto],2017-11-28
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9249,Por medio de la cual se modifica la Ley 599 de 2000|| implementado el procedimiento de castracion quimica obligatoria|| complementando la pena privativa de la libertad en caso de delitos contra la libertad|| integridad y formacion sexuales|| en menor de 14 annos y se dictan otras disposiciones. [Castracion quimica a violadores de menores],2017-11-28
Comision Segunda de Senado,Legislativa,Publicada Ponencia Segundo Debate,9245,Por medio de la cual se declara patrimonio cultural inmaterial de la Nacion el Festival Folclorico y Cultural “El Frailejon de Oro” en el municipio de Güican de la Sierra departamento de Boyaca y se dictan otras disposiciones”. [Festival Folclorico y Cultural “El Frailejon de Oro” de Güican|| Boyaca como patrimonio],2017-11-29
Comision Segunda de Senado,Gubernamental,Aprobado Segundo Debate,9244,Por medio de la cual se aprueba el «Acuerdo para el establecimiento del Instituto Global para el Crecimiento Verde”|| suscrito en rio de janeiro|| el 20 de junio de 2012. [Acuerdo para el establecimiento del Instituto Global para el Crecimiento Verde],2017-11-29
Comision Segunda de Senado,Gubernamental,Aprobado Segundo Debate,9243,Por medio de la cual se aprueba el «Acuerdo entre la Republica de Colombia y el Instituto Global para el Crecimiento Verde con respecto a la personeria juridica y los privilegios e inmunidades del Instituto Global para el Crecimiento Verde»|| suscrito en Seul|| el 31 de enero de 2017|| y en Bogota|| el 6 de marzo de 2017. [Acuerdo entre Colombia y el Instituto global para el crecimiento verde],2017-11-29
Comision Quinta de Camara de Representantes,Legislativa,Publicada Ponencia Tercer Debate,9250,Por medio de la cual se crean mecanismos para la defensa de los polinizadores|| fomento de cria de abejas y desarrollo de la apicultura en Colombia y se dictan otras disposiciones. [Fomento de la apicultura],2017-11-30
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,9258,Por medio del cual se crean la Circunscripcion Especial de Victimas y se dictan otras disposiciones. [Circunscripcion Especial de Victimas],2017-12-06
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9251,Por medio de la cual se extienden beneficios del regimen de pensiones de los trabajadores que laboran en actividades de alto riesgo y se dictan otras disposiciones. [Pensiones de trabajadores de alto riesgo],2017-12-06
Comision Primera de Senado,Legislativa,Concepto Institucional,9252,Por la cual se dictan normas organicas para el fortalecimiento de la Region Administrativa de Planificacion|| se establecen las condiciones para su conversion en region entidad territorial y se dictan otras disposiciones|| en desarrollo de los articulos 306 y 307 de la Constitucion Politica. [Region Administrativa de Planificacion|| RAP],2017-12-06
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9259,Por medio del cual se reforma el Codigo de Procedimiento Penal (Ley 906 de 2004) y se dictan otras disposiciones. [Modificaciones al procedimiento penal],2017-12-06
Comision Segunda de Senado,Legislativa,Archivado por Transito de Legislatura,9253,Por medio de la cual se establece la asignacion de placas de servicio consular para los vehiculos de los consules honorarios acreditados por Colombia y se dictan otras disposiciones. [Placas de servicio consular],2017-12-12
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9260,Por el cual se crea el Estatuto Anticorrupcion de la Policia Nacional y se dictan otras disposiciones. [Estatuto Anticorrupcion de la Policia],2017-12-12
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9263,Por medio de la cual se crea el articulo 32A de la ley 105 de 1993|| se regulan las clausulas de eficiencia en el recaudo del peaje en los contratos de concesion vial y se dictan otras disposiciones. [Eficiencia en el recaudo de peajes],2017-12-13
